H|        4889| |01 02 49.09|+31 48 15.6| 5.50| |H|015.70452742|+31.80433674| |   7.87|   15.53|  -30.38|  0.62|  0.43|  0.68|  0.74|  0.43| 0.29| 0.15|-0.04| 0.28|-0.08| 0.00|-0.01|-0.35| 0.18| 0.36|  0|-1.08|  4889| 5.442|0.002| 5.491|0.003| |-0.043|0.003|G|-.02|0.00|H| | 5.4945|0.0006|0.005|124| | 5.48| 5.51|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | |  6118|B+31  168 |          |          |-.02|B9.5V       |X 
H|        5348|H|01 08 23.06|-55 14 45.0| 3.94|2|G|017.09608370|-55.24583235|A|  11.66|   21.17|   29.70|  0.64|  0.68|  0.77|  0.56|  0.66|-0.08| 0.02|-0.11| 0.00| 0.02| 0.18| 0.05| 0.14| 0.01|-0.05| 14| 3.34|  5348| 3.854|0.004| 3.958|0.004|-|-0.120|0.220|G|-.08|0.02|A|*| 3.9219|0.0013|0.055|139|-| 3.91| 4.18|   1.67|P|1|A|01084-5515|I| 1| 3|C| |C|  |   |       |     |     |    |S| |G|  6882|          |C-55   267|P-55   241|-.08|B6V + B0V   |G 
H|        7588| |01 37 42.75|-57 14 12.0| 0.45|2|G|024.42813204|-57.23666007| |  22.68|   88.02|  -40.08|  0.48|  0.47|  0.57|  0.62|  0.54|-0.12|-0.10|-0.14|-0.20| 0.16|-0.01| 0.22|-0.05|-0.20|-0.20|  1|-0.37|  7588| 0.458|0.010| 0.522|0.009| |-0.158|0.007|G|-.17|0.02|A| | 0.4233|0.0024|0.022|106| | 0.40| 0.46|       |U|2| |          | |  | 1|G| | |  |   |       |     |     |    |S| |P| 10144|          |          |P-57   334|-.17|B3Vp        |X 
H|        8796| |01 53 04.90|+29 34 45.8| 3.42|1|G|028.27041595|+29.57939727| |  50.87|   12.02| -233.69|  0.72|  0.45|  0.82|  0.67|  0.51| 0.22| 0.48| 0.02| 0.15| 0.09| 0.00| 0.20| 0.01| 0.27| 0.18|  0| 0.18|  8796| 4.002|0.002| 3.476|0.002| | 0.488|0.009|G|0.55|0.03|C| | 3.5210|0.0007|0.006| 89| | 3.51| 3.53|   0.87|P|1|A|01531+2935|I| 1| 1| | | |  |   |       |     |     |    |S| | | 11443|B+28  312 |          |          |0.55|F6IV        |X 
H|        8832|H|01 53 31.77|+19 17 38.7| 3.88| |G|028.38235506|+19.29409264|A|  15.96|   79.43|  -99.10|  1.04|  0.71|  0.85|  1.06|  0.65| 0.24| 0.09|-0.14|-0.20| 0.08|-0.15|-0.03|-0.60| 0.15| 0.08| 11| 0.81|  8832| 4.608|0.002| 4.632|0.003|B|-0.047|0.005|G|-.03|0.01|R|*| 3.8584|0.0006|0.006| 92|*| 3.85| 3.87|       |D| | |01536+1918|I| 1| 2|C| |A|AB|  1|  7.606|0.002| 0.05|0.01|S| | | 11502|B+18  243 |          |          |-.03|A1p Si      |G 
H|        8837| |01 53 38.82|-46 18 08.8| 4.39|2|H|028.41174872|-46.30244631| |  10.15|  -92.38|  -91.46|  0.42|  0.46|  0.60|  0.50|  0.50|-0.15| 0.11|-0.18| 0.04| 0.13| 0.01| 0.10| 0.16|-0.12|-0.04|  1|-0.99|  8837| 6.428|0.005| 4.607|0.005| | 1.597|0.006|G|2.49|0.02|A| | 4.4099|0.0048|0.045|119| | 4.33| 4.47|       |U|2| |          | |  | 1| | |S|  |   |       |     |     |    |S| | | 11695|          |C-46   552|P-46   195|2.49|M4III SB    |G 
H|        8886| |01 54 23.68|+63 40 12.5| 3.35|1|H|028.59868107|+63.67014686| |   7.38|   31.98|  -18.66|  0.32|  0.42|  0.57|  0.37|  0.49|-0.44| 0.15|-0.12| 0.27|-0.20| 0.11|-0.18| 0.11| 0.10|-0.45|  0|-1.73|  8886| 3.183|0.002| 3.329|0.002| |-0.150|0.007|G|-.12|0.03|C| | 3.3107|0.0003|0.005|223| | 3.30| 3.32|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 11415|B+62  320 |          |          |-.12|B2pvar      |X 
H|        9236| |01 58 45.87|-61 34 11.7| 2.86| |G|029.69113269|-61.56992444|+|  45.74|  262.54|   26.88|  2.13|  1.63|  0.55|  0.44|  0.50|-0.51|-0.07| 0.01| 0.03| 0.10| 0.10| 0.11|-0.04|-0.10|-0.05|  1|-1.33|  9236| 3.223|0.002| 2.892|0.002| | 0.290|0.012|G|0.34|0.02|A| | 2.9305|0.0003|0.003|120| | 2.92| 2.94|       |C| | |          | |  | 1|O| | |  |   |       |     |     |    |S| | | 12311|          |          |P-62   162|0.34|F0V         |X 
H|        9487|H|02 02 02.80|+02 45 49.5| 3.82|1|G|030.51166929|+02.76376048|A|  23.45|   33.29|   -0.42|  1.03|  0.88|  1.06|  1.34|  0.99| 0.33|-0.11|-0.13|-0.41|-0.04| 0.31|-0.08|-0.49| 0.33| 0.53|  8| 1.43|  9487| 3.729|0.011| 3.673|0.011|*| 0.024|0.023|G|0.05|0.02|A|*| 3.8281|0.0009|0.007| 71|*| 3.82| 3.84|   0.75|P|1|A|02020+0246|I| 1| 2|C| |A|AB|279|  1.876|0.003| 1.11|0.01|S| |P| 12446|B+02  317 |          |          |0.05|A2          |S 
H|        9640|H|02 03 53.92|+42 19 47.5| 2.10| |H|030.97466283|+42.32984832|A|   9.19|   43.08|  -50.85|  0.70|  0.56|  0.73|  0.66|  0.58| 0.07| 0.24|-0.06|-0.23| 0.02| 0.11| 0.06|-0.28| 0.05| 0.26|  9| 2.21|  9640| 4.006|0.006| 2.330|0.004|A| 1.370|0.400|G|1.37|0.01|L|*| 2.2409|0.0018|0.012| 81|*| 2.23| 2.27|       |D| | |02039+4220|I| 1| 2|C| |A|AB| 63|  9.576|0.011| 2.69|0.05|S| |W| 12533|B+41  395 |          |          |1.37|B8V         |X 
H|       10064| |02 09 32.52|+34 59 14.6| 3.00| |G|032.38550383|+34.98739204|+|  26.24|  148.78|  -39.13|  0.68|  0.54|  0.77|  0.81|  0.77| 0.09| 0.17| 0.08| 0.04| 0.05|-0.09|-0.20| 0.03| 0.10| 0.32|  0|-0.10| 10064| 3.212|0.003| 3.039|0.003| | 0.140|0.002|G|0.17|0.03|C| | 3.0626|0.0005|0.003| 80| | 3.06| 3.07|       |C| | |          | |  | 1|O| | |  |   |       |     |     |    |S| | | 13161|B+34  381 |          |          |0.17|A5III       |X 
H|       10559| |02 15 56.30|+33 21 32.3| 5.25| |H|033.98456296|+33.35897589| |  11.13|  -14.86|  -33.25|  0.65|  0.52|  0.84|  0.88|  0.77| 0.23| 0.21|-0.17| 0.08| 0.02|-0.14| 0.03|-0.28| 0.24| 0.17|  2| 0.49| 10559| 5.244|0.003| 5.249|0.003| |-0.004|0.001|G|0.02|0.00|H| | 5.2580|0.0005|0.004| 77| | 5.25| 5.27|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 13869|B+32  409 |          |          |0.02|A0V         |X 
H|       11767| |02 31 47.08|+89 15 50.9| 1.97|1|H|037.94614689|+89.26413805| |   7.56|   44.22|  -11.74|  0.39|  0.45|  0.48|  0.47|  0.55|-0.16| 0.05| 0.27|-0.01| 0.08| 0.05| 0.04|-0.12|-0.09|-0.36|  1| 1.22| 11767| 2.756|0.003| 2.067|0.003| | 0.636|0.003|T|0.70|0.00|L| | 2.1077|0.0021|0.014|102| | 2.09| 2.13|   3.97|P|1|A|02319+8915|I| 1| 1| | | |  |   |       |     |     |    |S| |P|  8890|B+88    8 |          |          |0.68|F7:Ib-IIv SB|G 
H|       12484| |02 40 39.58|-54 32 59.7| 5.21| |H|040.16491631|-54.54992422| |  20.49|   32.76|    5.24|  0.44|  0.50|  0.56|  0.57|  0.61|-0.14| 0.02|-0.26| 0.03| 0.19|-0.18| 0.17|-0.12|-0.03| 0.03|  0| 2.35| 12484| 5.693|0.003| 5.266|0.003| | 0.411|0.003|G|0.48|0.00|H| | 5.3052|0.0006|0.005|103| | 5.30| 5.32|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 16920|          |          |P-55   446|0.48|F4IV        |X 
H|       12770| |02 44 07.35|-13 51 31.2| 4.24| |H|041.03064356|-13.85867594| |   7.40|   -7.58|   -8.40|  0.68|  0.56|  0.85|  0.83|  0.64| 0.12| 0.32|-0.22|-0.05| 0.33|-0.26| 0.24| 0.08|-0.06| 0.24|  2|-1.45| 12770| 4.092|0.003| 4.223|0.003| |-0.122|0.014|G|-.11|0.02|A| | 4.2067|0.0005|0.006| 74| | 4.20| 4.22|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 17081|B-14  519 |          |          |-.11|B7IV        |4 
H|       13147| |02 49 05.36|-32 24 22.6| 4.45| |G|042.27233113|-32.40628403| |  19.31|   86.96|  158.96|  0.35|  0.50|  0.67|  0.48|  0.57|-0.02|-0.05|-0.29| 0.01|-0.16| 0.14|-0.10|-0.04|-0.02| 0.11|  0|-0.26| 13147| 5.703|0.002| 4.567|0.002| | 0.981|0.002|G|1.00|0.02|A| | 4.6193|0.0004|0.005|196| | 4.61| 4.64|       | | | |02491-3224|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17652|          |C-32  1025|P-32   302|1.00|G8III       |3 
H|       13202| |02 49 54.15|-27 56 31.3| 5.39| |H|042.47562958|-27.94203549| |   5.88|   46.55|   22.19|  0.52|  0.51|  0.77|  0.49|  0.59| 0.04| 0.14|-0.06|-0.21| 0.17|-0.08| 0.05| 0.17|-0.34| 0.28|  0| 1.24| 13202| 5.403|0.003| 5.390|0.003| | 0.013|0.004|T|0.03|0.00|L| | 5.4000|0.0006|0.006|130| | 5.39| 5.41|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 17729|          |C-28   903|P-28   260|0.02|A1V         |3 
H|       13209| |02 49 58.99|+27 15 38.8| 3.61| |G|042.49578911|+27.26079044| |  20.45|   65.47| -116.59|  0.74|  0.49|  0.79|  1.00|  0.68| 0.26| 0.12| 0.03|-0.10| 0.13| 0.07| 0.17|-0.01|-0.03|-0.18|  0| 0.56| 13209| 3.489|0.002| 3.596|0.003| |-0.100|0.000|G|-.08|0.00|H| | 3.5831|0.0006|0.004| 62| | 3.58| 3.59|       | | | |02499+2715|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17573|B+26  471 |          |          |-.08|B8Vn        |X 
H|       13254| |02 50 34.91|+38 19 08.1| 4.22| |H|042.64547584|+38.31890838| |  25.54|  195.68| -108.92|  0.68|  0.58|  0.77|  0.79|  0.72| 0.11| 0.08|-0.11| 0.20| 0.11|-0.12| 0.09| 0.30|-0.19| 0.09|  0| 0.05| 13254| 4.648|0.003| 4.262|0.003| | 0.343|0.007|G|0.41|0.03|C| | 4.3081|0.0006|0.004| 60| | 4.30| 4.32|       | | | |02506+3818|I| 1| 1| | | |  |   |       |     |     |    |S| | | 17584|B+37  646 |          |          |0.41|F2III       |X 
H|       13701| |02 56 25.60|-08 53 51.4| 3.89| |G|044.10668245|-08.89760976| |  24.49|   77.73| -219.99|  0.59|  0.52|  0.72|  0.66|  0.63| 0.42| 0.06| 0.02| 0.12| 0.23|-0.18| 0.26| 0.00|-0.02| 0.44|  0| 0.88| 13701| 5.299|0.003| 4.021|0.002| | 1.088|0.025|G|1.08|0.02|A| | 4.0583|0.0004|0.005|112| | 4.05| 4.07|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 18322|B-09  553 |          |          |1.08|K1III-IV    |X 
H|       13914|H|02 59 12.73|+21 20 25.6| 4.63| |G|044.80305773|+21.34044477|A|  11.15|  -13.04|   -6.55|  1.27|  0.91|  1.48|  1.33|  1.03| 0.29| 0.14|-0.22|-0.08| 0.13|-0.07| 0.16|-0.11| 0.06| 0.34|  2| 0.71| 13914| 4.988|0.046| 4.922|0.044|*| 0.048|0.005|G|0.05|0.03|C|*| 4.6513|0.0005|0.004| 67|*| 4.64| 4.66|       |D| | |02592+2120|I| 1| 2|C| |A|AB|208|  1.453|0.002| 0.35|0.01|S| | | 18519|B+20  484 |          |          |0.05|A2Vs        |X 
H|       14143| |03 02 22.51|+04 21 10.3| 5.62| |H|045.59378383|+04.35287042| |   7.32|   16.70|    5.64|  0.71|  0.56|  0.80|  0.87|  0.61| 0.36| 0.15|-0.02| 0.37| 0.15|-0.29| 0.05| 0.08|-0.19| 0.23|  0| 3.46| 14143| 5.488|0.005| 5.597|0.005| |-0.107|0.001|G|-.09|0.00|H| | 5.5921|0.0009|0.006| 54| | 5.58| 5.61|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 18883|B+03  420 |          |          |-.09|B7V         |X 
H|       14240| |03 03 36.90|-59 44 15.4| 5.12| |H|045.90376552|-59.73761994| |  23.67|  -72.81|  -63.89|  0.41|  0.45|  0.48|  0.43|  0.53|-0.09| 0.12|-0.02|-0.07|-0.08| 0.12|-0.09|-0.03|-0.02|-0.08|  0|-0.81| 14240| 5.529|0.003| 5.161|0.002| | 0.349|0.003|T|0.41|0.00|L| | 5.2077|0.0008|0.007|114| | 5.20| 5.22|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 19319|          |          |P-60   236|0.40|F0IV        |X 
H|       14879|H|03 12 04.28|-28 59 20.8| 3.80| |G|048.01783332|-28.98910623|A|  70.86|  371.49|  612.26|  0.54|  0.56|  0.67|  0.47|  0.63| 0.09| 0.10| 0.08|-0.37|-0.12|-0.04|-0.19|-0.03| 0.04| 0.28|  3|-0.05| 14879| 4.522|0.005| 3.975|0.004|A| 0.543|0.015|G|0.63|0.02|A|*| 3.9821|0.0005|0.007|163|*| 3.97| 4.01|       |D| | |03121-2859|I| 1| 2|C| |A|AB|298|  4.461|0.014| 3.15|0.05|S| | | 20010|          |C-29  1177|P-29   362|0.63|F8V         |3 
H|       15863| |03 24 19.35|+49 51 40.5| 1.79|1|G|051.08061889|+49.86124281| |   5.51|   24.11|  -26.01|  0.54|  0.49|  0.66|  0.46|  0.57| 0.29| 0.41|-0.12|-0.01| 0.12| 0.08| 0.02| 0.30|-0.12| 0.50|  0|-0.18| 15863| 2.418|0.002| 1.866|0.004| | 0.481|0.004|G|0.63|0.04|G| | 1.8972|0.0008|0.005| 76| | 1.89| 1.91|       |M| | |03243+4951|I| 1| 1| | | |  |   |       |     |     |    |S| |P| 20902|B+49  917 |          |          |0.63|F5Ib        |X 
H|       15900| |03 24 48.84|+09 01 44.6| 3.61| |H|051.20349011|+09.02906504| |  15.42|  -74.25|  -80.31|  1.49|  1.51|  1.28|  3.08|  3.54| 0.54| 0.14|-0.33|-0.09|-0.71| 0.21|-0.75|-0.75| 0.11| 0.53|  0| 1.98| 15900| 4.743|0.004| 3.711|0.003| | 0.887|0.019|G|0.90|0.02|A| | 3.7700|0.0006|0.004| 71| | 3.76| 3.78|       |C| | |          | |  | 1|G| | |  |   |       |     |     |    |S| | | 21120|B+08  511 |          |          |0.90|G8III       |X 
H|       16228|H|03 29 04.13|+59 56 25.2| 4.21|1|G|052.26722684|+59.94033461|A|   0.76|   -0.82|   -1.85|  0.75|  0.70|  0.89|  0.71|  0.82|-0.20| 0.37|-0.27| 0.09|-0.20| 0.22|-0.12|-0.02|-0.01|-0.08|  4| 0.47| 16228| 4.693|0.003| 4.295|0.003|A| 0.419|0.040|G|0.58|0.03|C|*| 4.3087|0.0023|0.024|118|*| 4.28| 4.34|  26.76|P|1|A|03291+5956|I| 1| 2|C| |D|AB|164|  2.323|0.033| 3.89|0.21|S| |D| 21291|B+59  660 |          |          |0.58|B9Ia        |X 
H|       17678| |03 47 14.23|-74 14 21.3| 3.26|1|H|056.80929799|-74.23924251| |  15.23|   51.07|  115.27|  0.47|  0.48|  0.53|  0.47|  0.56|-0.08| 0.24|-0.39|-0.19| 0.04|-0.03| 0.02|-0.05| 0.01| 0.09|  1|-0.30| 17678| 5.364|0.004| 3.452|0.003| | 1.590|0.051|G|1.94|0.02|A| | 3.3420|0.0020|0.018|112| | 3.32| 3.38|       |U|2| |          | |  | 1| | |S|  |   |       |     |     |    |S| |P| 24512|          |          |P-74   276|1.94|M2III       |X 
H|       17999| |03 50 52.42|+23 57 41.7| 6.95| |H|057.71840155|+23.96158078| |   9.83|   16.80|  -45.76|  0.80|  0.51|  1.00|  0.94|  0.76| 0.14| 0.30|-0.20| 0.08| 0.12|-0.38|-0.06| 0.29|-0.26| 0.36|  2| 0.96| 17999| 7.052|0.007| 6.965|0.007| | 0.078|0.009|T|0.09|0.01|L| | 6.9844|0.0007|0.007| 84| | 6.97| 7.00|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 24076|B+23  570 |          |          |0.07|A2V         |X 
H|       18532|T|03 57 51.22|+40 00 37.0| 2.90|1|H|059.46342138|+40.01027315| |   6.06|   12.61|  -24.06|  0.67|  0.50|  0.82|  0.78|  0.62| 0.34| 0.01|-0.38|-0.26|-0.18| 0.29|-0.17| 0.05| 0.09| 0.57|  0| 0.42| 18532| 2.685|0.003| 2.883|0.002| |-0.199|0.011|G|-.19|0.03|C| | 2.8348|0.0010|0.007| 58| | 2.82| 2.85|       |M| | |03579+4001|I| 1| 1| | | |  |   |       |     |     |    |S| | | 24760|B+39  895 |          |          |-.19|B0.5V       |X 
H|       18597| |03 58 44.74|-61 24 00.5| 4.56|1|H|059.68640623|-61.40015059| |   6.15|    9.79|  -14.39|  0.44|  0.40|  0.46|  0.41|  0.41|-0.12|-0.03|-0.09|-0.44| 0.18| 0.03| 0.12|-0.16|-0.11| 0.18|  1|-2.23| 18597| 6.670|0.006| 4.745|0.003| | 1.590|0.072|G|1.85|0.02|A| | 4.6497|0.0018|0.013| 91| | 4.63| 4.67|       |U|2| |          | |  | 1| | | |  |   |       |     |     |    |S| | | 25422|          |          |P-61   290|1.85|M2III       |X 
H|       19747| |04 14 00.08|-42 17 37.9| 3.85| |G|063.50033880|-42.29387294| |  27.85|   41.89| -203.65|  0.40|  0.42|  0.51|  0.48|  0.49| 0.03|-0.01| 0.02| 0.13| 0.00| 0.04| 0.01| 0.07|-0.09| 0.29|  0| 1.09| 19747| 5.268|0.002| 3.981|0.002| | 1.085|0.037|G|1.09|0.02|A| | 4.0124|0.0003|0.004|124| | 4.01| 4.02|       |C| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 26967|          |C-42  1425|P-42   424|1.09|K1III       |X 
H|       19780| |04 14 25.43|-62 28 26.3| 3.33|1|G|063.60596306|-62.47397888| |  19.98|   41.64|   49.72|  0.41|  0.41|  0.45|  0.38|  0.43|-0.10|-0.05|-0.07|-0.37| 0.15| 0.11| 0.13|-0.17|-0.02| 0.13|  0|-0.20| 19780| 4.489|0.002| 3.438|0.002| | 0.915|0.006|G|0.91|0.02|A| | 3.4953|0.0006|0.005|111| | 3.49| 3.50|       |M| | |04144-6228|I| 1| 1| | | |  |   |       |     |     |    |S| | | 27256|          |          |P-62   332|0.91|G7III       |X 
H|       19893| |04 16 01.49|-51 29 13.5| 4.26|1|H|064.00621426|-51.48709578| |  49.26|  100.57|  184.23|  0.45|  0.46|  0.50|  0.46|  0.50|-0.06|-0.10|-0.06|-0.08|-0.07| 0.14|-0.07|-0.10| 0.09| 0.07|  0|-1.20| 19893| 4.634|0.003| 4.294|0.003| | 0.312|0.008|G|0.37|0.02|A| | 4.3338|0.0020|0.022|112| | 4.29| 4.36|   0.76|P|1|A|          | |  | 1| | | |  |   |       |     |     |    |S| |P| 27290|          |C-51  1066|P-51   524|0.37|F4III       |X 
H|       19921| |04 16 29.08|-59 18 06.3| 4.44| |G|064.12118133|-59.30174841| |  54.84|  -47.99| -167.81|  0.51|  0.43|  0.50|  0.52|  0.50|-0.13| 0.26|-0.07|-0.12| 0.04|-0.17| 0.01|-0.11|-0.05|-0.15|  0|-0.09| 19921| 5.821|0.003| 4.556|0.003| | 1.078|0.005|G|1.05|0.02|A| | 4.5977|0.0006|0.005|107| | 4.59| 4.61|       | | | |04165-5918|I| 1| 1| | | |  |   |       |     |     |    |S| | | 27442|          |          |P-59   324|1.05|K2IV        |X 
H|       21060| |04 30 50.10|-44 57 13.5| 5.07| |H|067.70874038|-44.95374351| |   4.59|    2.44|   -2.48|  0.43|  0.45|  0.51|  0.47|  0.53|-0.02| 0.02|-0.07|-0.01|-0.14| 0.18|-0.15|-0.14| 0.00|-0.04|  0| 0.00| 21060| 4.810|0.002| 5.033|0.002| |-0.194|0.002|T|-.20|0.00|L| | 5.0009|0.0006|0.006|116| | 4.99| 5.01|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 28873|          |C-45  1567|P-45   471|-.23|B2IV-V      |X 
H|       21770| |04 40 33.82|-41 51 48.9| 4.44|1|G|070.14092957|-41.86357034| |  49.67| -141.18|  -74.95|  0.45|  0.45|  0.53|  0.49|  0.53|-0.06| 0.03|-0.02|-0.10| 0.09| 0.04| 0.09| 0.03|-0.16|-0.02|  0| 0.34| 21770| 4.844|0.003| 4.488|0.002| | 0.342|0.011|G|0.40|0.02|A| | 4.5287|0.0008|0.007|107| | 4.51| 4.54|       |M| | |04406-4152|I| 1| 1| | | |  |   |       |     |     |    |S| | | 29875|          |C-42  1587|P-42   513|0.40|F2V         |X 
H|       21861| |04 42 03.45|-37 08 41.2| 5.04| |H|070.51435953|-37.14476616| |  36.16|   46.90|  193.14|  0.45|  0.49|  0.60|  0.54|  0.59|-0.02|-0.01|-0.26| 0.07|-0.13| 0.13|-0.09|-0.01| 0.04| 0.11|  0|-0.89| 21861| 5.497|0.002| 5.083|0.003| | 0.391|0.017|G|0.46|0.02|A| | 5.1297|0.0005|0.005|128| | 5.12| 5.14|       | | | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 29992|          |C-37  1867|P-37   559|0.46|F3V         |3 
